"BehaviorSpace results (NetLogo 6.0.4)"
"main.nlogo"
"experiment"
"01/28/2023 15:05:05:459 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","2","3","4","5"
"4","55","1","50","2","3","109","1"
"1","55","1","50","2","3","106","0"
"3","55","1","50","2","3","120","7"
"4","55","1","50","2","3","110","1"
"1","55","1","50","2","3","107","0"
"5","55","1","50","2","3","133","4"
"4","55","1","50","2","3","111","1"
"3","55","1","50","2","3","121","7"
"1","55","1","50","2","3","108","0"
"4","55","1","50","2","3","112","1"
"5","55","1","50","2","3","134","5"
"3","55","1","50","2","3","122","7"
"2","55","1","50","2","3","115","4"
"1","55","1","50","2","3","109","0"
"5","55","1","50","2","3","135","5"
"4","55","1","50","2","3","113","1"
"3","55","1","50","2","3","123","7"
"1","55","1","50","2","3","110","0"
"4","55","1","50","2","3","114","1"
"3","55","1","50","2","3","124","7"
"4","55","1","50","2","3","115","1"
"1","55","1","50","2","3","111","0"
"3","55","1","50","2","3","125","7"
"3","55","1","50","2","3","126","7"
"3","55","1","50","2","3","127","7"
"1","55","1","50","2","3","112","0"
"2","55","1","50","2","3","116","4"
"3","55","1","50","2","3","128","7"
"4","55","1","50","2","3","116","1"
"3","55","1","50","2","3","129","7"
"5","55","1","50","2","3","136","5"
"4","55","1","50","2","3","117","1"
"2","55","1","50","2","3","117","4"
"1","55","1","50","2","3","113","0"
"4","55","1","50","2","3","118","1"
"3","55","1","50","2","3","130","7"
"4","55","1","50","2","3","119","1"
"4","55","1","50","2","3","120","1"
"2","55","1","50","2","3","118","4"
"3","55","1","50","2","3","131","7"
"2","55","1","50","2","3","119","4"
"4","55","1","50","2","3","121","1"
"1","55","1","50","2","3","114","0"
"3","55","1","50","2","3","132","7"
"4","55","1","50","2","3","122","1"
"3","55","1","50","2","3","133","7"
"1","55","1","50","2","3","115","0"
"3","55","1","50","2","3","134","7"
"2","55","1","50","2","3","120","4"
"5","55","1","50","2","3","137","5"
"4","55","1","50","2","3","123","1"
"3","55","1","50","2","3","135","7"
"1","55","1","50","2","3","116","0"
"3","55","1","50","2","3","136","7"
"5","55","1","50","2","3","138","6"
"3","55","1","50","2","3","137","7"
"4","55","1","50","2","3","124","1"
